order,id,date,time,title,url,visitCount,typedCount,transition
196,3614,5/8/2024,17:03:30,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2/tree/main,26,0,link
197,3613,5/8/2024,17:03:30,Imersao-Alura-2/README.md at main · BeatrizVencio/Imersao-Alura-2,https://github.com/BeatrizVencio/Imersao-Alura-2/blob/main/README.md,12,0,link
198,3613,5/8/2024,17:03:24,Imersao-Alura-2/README.md at main · BeatrizVencio/Imersao-Alura-2,https://github.com/BeatrizVencio/Imersao-Alura-2/blob/main/README.md,12,0,link
199,3613,5/8/2024,17:03:23,Imersao-Alura-2/README.md at main · BeatrizVencio/Imersao-Alura-2,https://github.com/BeatrizVencio/Imersao-Alura-2/blob/main/README.md,12,0,link
200,3614,5/8/2024,17:02:54,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2/tree/main,26,0,link
201,3614,5/8/2024,17:02:53,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2/tree/main,26,0,link
202,3632,5/8/2024,17:01:45,New File at / · BeatrizVencio/Imersao-Alura-2,https://github.com/BeatrizVencio/Imersao-Alura-2/new/main,6,0,link
203,3632,5/8/2024,17:01:45,New File at / · BeatrizVencio/Imersao-Alura-2,https://github.com/BeatrizVencio/Imersao-Alura-2/new/main,6,0,link
204,3611,5/8/2024,17:01:45,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2,32,0,link
205,3611,5/8/2024,17:01:22,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2,32,0,link
206,3611,5/8/2024,17:01:22,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2,32,0,link
207,3611,5/8/2024,17:01:22,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2,32,0,link
208,3611,5/8/2024,17:01:22,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2,32,0,link
209,3543,5/8/2024,17:01:21,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
210,3543,5/8/2024,17:01:21,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
211,3543,5/8/2024,15:38:13,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
212,3543,5/8/2024,15:38:13,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
213,3548,5/8/2024,15:38:13,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
214,3548,5/8/2024,15:38:09,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
215,3548,5/8/2024,15:38:09,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
216,3548,5/8/2024,15:38:09,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
217,3548,5/8/2024,15:38:09,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,form_submit
218,3548,5/8/2024,15:37:43,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
219,3548,5/8/2024,15:37:43,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
220,3548,5/8/2024,15:37:43,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
221,3548,5/8/2024,15:37:43,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
222,3543,5/8/2024,15:37:42,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
223,3543,5/8/2024,15:37:42,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
224,3543,5/8/2024,15:37:39,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
225,3543,5/8/2024,15:37:39,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
226,3602,5/8/2024,15:37:38,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
227,3602,5/8/2024,15:37:30,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
228,3602,5/8/2024,15:37:30,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
229,3602,5/8/2024,15:37:30,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
230,3623,5/8/2024,15:37:27,Deleting BeatrizVencio/BeatrizVencio at main,https://github.com/BeatrizVencio/BeatrizVencio/tree/delete/main/.github/workflows,7,0,link
231,3623,5/8/2024,15:37:27,Deleting BeatrizVencio/BeatrizVencio at main,https://github.com/BeatrizVencio/BeatrizVencio/tree/delete/main/.github/workflows,7,0,link
232,3596,5/8/2024,15:37:25,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
233,3596,5/8/2024,15:37:25,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
234,3602,5/8/2024,15:37:25,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
235,3602,5/8/2024,15:37:22,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
236,3602,5/8/2024,15:37:22,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
237,3554,5/8/2024,15:37:21,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md,32,0,link
238,3554,5/8/2024,15:37:18,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md,32,0,link
239,3554,5/8/2024,15:37:18,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md,32,0,link
240,3554,5/8/2024,15:37:18,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md,32,0,link
241,3549,5/8/2024,15:29:31,Editing BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/edit/main/README.md,32,0,link
242,3549,5/8/2024,15:29:31,Editing BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/edit/main/README.md,32,0,link
243,3602,5/8/2024,15:29:31,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
244,3602,5/8/2024,15:29:29,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
245,3602,5/8/2024,15:29:29,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
246,3597,5/8/2024,15:29:29,BeatrizVencio/.github/workflows/main.yml at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/.github/workflows/main.yml,17,0,link
247,3597,5/8/2024,15:29:20,BeatrizVencio/.github/workflows/main.yml at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/.github/workflows/main.yml,17,0,link
248,3597,5/8/2024,15:29:20,BeatrizVencio/.github/workflows/main.yml at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/.github/workflows/main.yml,17,0,link
249,3596,5/8/2024,15:29:18,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
250,3596,5/8/2024,15:29:18,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
251,3596,5/8/2024,15:29:18,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
252,3555,5/8/2024,15:29:15,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md?plain=1,14,0,link
253,3555,5/8/2024,15:29:15,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md?plain=1,14,0,link
254,3555,5/8/2024,15:29:15,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md?plain=1,14,0,link
255,3554,5/8/2024,15:29:11,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md,32,0,link
256,3554,5/8/2024,15:29:11,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md,32,0,link
257,3554,5/8/2024,15:29:11,BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/README.md,32,0,link
258,3596,5/8/2024,15:29:08,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
259,3596,5/8/2024,15:29:08,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
260,3548,5/8/2024,15:29:08,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
261,3548,5/8/2024,15:29:06,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
262,3548,5/8/2024,15:29:05,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
263,3548,5/8/2024,15:29:05,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
264,3548,5/8/2024,15:29:05,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
265,3543,5/8/2024,15:29:05,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
266,3543,5/8/2024,15:29:04,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
267,3543,5/8/2024,15:29:04,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
268,3543,5/8/2024,15:29:02,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
269,3543,5/8/2024,15:28:59,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
270,3631,5/8/2024,15:28:59,Generate Datas · BeatrizVencio/BeatrizVencio@69c8ad5,https://github.com/BeatrizVencio/BeatrizVencio/actions/runs/9006733125,8,0,link
271,3631,5/8/2024,15:28:28,Generate Datas · BeatrizVencio/BeatrizVencio@69c8ad5,https://github.com/BeatrizVencio/BeatrizVencio/actions/runs/9006733125,8,0,link
272,3631,5/8/2024,15:28:28,Generate Datas · BeatrizVencio/BeatrizVencio@69c8ad5,https://github.com/BeatrizVencio/BeatrizVencio/actions/runs/9006733125,8,0,link
273,3631,5/8/2024,15:28:27,Generate Datas · BeatrizVencio/BeatrizVencio@69c8ad5,https://github.com/BeatrizVencio/BeatrizVencio/actions/runs/9006733125,8,0,link
274,3631,5/8/2024,15:28:27,Generate Datas · BeatrizVencio/BeatrizVencio@69c8ad5,https://github.com/BeatrizVencio/BeatrizVencio/actions/runs/9006733125,8,0,form_submit
275,3631,5/8/2024,15:28:27,Generate Datas · BeatrizVencio/BeatrizVencio@69c8ad5,https://github.com/BeatrizVencio/BeatrizVencio/actions/runs/9006733125,8,0,link
276,3631,5/8/2024,15:28:13,Generate Datas · BeatrizVencio/BeatrizVencio@69c8ad5,https://github.com/BeatrizVencio/BeatrizVencio/actions/runs/9006733125,8,0,link
277,3631,5/8/2024,15:28:12,Generate Datas · BeatrizVencio/BeatrizVencio@69c8ad5,https://github.com/BeatrizVencio/BeatrizVencio/actions/runs/9006733125,8,0,link
278,3599,5/8/2024,15:28:12,Generate Datas · Workflow runs · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/workflows/main.yml,14,0,link
279,3599,5/8/2024,15:27:43,Generate Datas · Workflow runs · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/workflows/main.yml,14,0,link
280,3599,5/8/2024,15:27:43,Generate Datas · Workflow runs · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/workflows/main.yml,14,0,link
281,3599,5/8/2024,15:27:43,Generate Datas · Workflow runs · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/workflows/main.yml,14,0,link
282,3599,5/8/2024,15:27:43,Generate Datas · Workflow runs · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/workflows/main.yml,14,0,form_submit
283,3599,5/8/2024,15:27:38,Generate Datas · Workflow runs · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/workflows/main.yml,14,0,link
284,3599,5/8/2024,15:27:37,Generate Datas · Workflow runs · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/workflows/main.yml,14,0,link
285,3597,5/8/2024,15:27:37,BeatrizVencio/.github/workflows/main.yml at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/.github/workflows/main.yml,17,0,link
286,3597,5/8/2024,15:27:32,BeatrizVencio/.github/workflows/main.yml at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/.github/workflows/main.yml,17,0,link
287,3597,5/8/2024,15:27:31,BeatrizVencio/.github/workflows/main.yml at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/blob/main/.github/workflows/main.yml,17,0,link
288,3596,5/8/2024,15:27:29,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
289,3596,5/8/2024,15:27:29,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
290,3548,5/8/2024,15:27:29,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
291,3548,5/8/2024,15:27:26,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
292,3548,5/8/2024,15:27:26,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
293,3548,5/8/2024,15:27:26,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
294,3548,5/8/2024,15:27:26,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
295,3546,5/8/2024,15:27:25,BeatrizVencio,https://github.com/BeatrizVencio?tab=repositories,12,0,link
296,3546,5/8/2024,15:27:25,BeatrizVencio,https://github.com/BeatrizVencio?tab=repositories,12,0,link
297,3546,5/8/2024,15:27:24,BeatrizVencio,https://github.com/BeatrizVencio?tab=repositories,12,0,link
298,3546,5/8/2024,15:27:24,BeatrizVencio,https://github.com/BeatrizVencio?tab=repositories,12,0,link
299,3543,5/8/2024,15:27:24,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
300,3543,5/8/2024,15:27:21,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
301,3543,5/8/2024,15:27:21,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
302,3604,5/8/2024,15:27:21,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions,46,0,link
303,3604,5/8/2024,15:27:11,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions,46,0,link
304,3604,5/8/2024,15:27:11,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions,46,0,link
305,3596,5/8/2024,15:27:11,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
306,3596,5/8/2024,15:27:07,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
307,3596,5/8/2024,15:27:06,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
308,3596,5/8/2024,15:27:06,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
309,3595,5/8/2024,15:26:35,New File at / · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/new/main?filename=.github%2Fworkflows%2Fmain.yml&workflow_template=blank,8,0,link
310,3595,5/8/2024,15:26:34,New File at / · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/new/main?filename=.github%2Fworkflows%2Fmain.yml&workflow_template=blank,8,0,link
311,3595,5/8/2024,15:26:34,New File at / · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/new/main?filename=.github%2Fworkflows%2Fmain.yml&workflow_template=blank,8,0,link
312,3595,5/8/2024,15:26:34,New File at / · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/new/main?filename=.github%2Fworkflows%2Fmain.yml&workflow_template=blank,8,0,link
313,3594,5/8/2024,15:26:33,Create new workflow · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/new,14,0,link
314,3594,5/8/2024,15:26:33,Create new workflow · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/new,14,0,link
315,3594,5/8/2024,15:26:25,Create new workflow · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/new,14,0,link
316,3594,5/8/2024,15:26:25,Create new workflow · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/new,14,0,link
317,3594,5/8/2024,15:26:24,Create new workflow · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/new,14,0,link
318,3594,5/8/2024,15:26:24,Create new workflow · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/new,14,0,link
319,3594,5/8/2024,15:26:24,Create new workflow · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions/new,14,0,link
320,3602,5/8/2024,15:26:24,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
321,3602,5/8/2024,15:26:09,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
322,3602,5/8/2024,15:26:08,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
323,3549,5/8/2024,15:26:08,Editing BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/edit/main/README.md,32,0,link
324,3549,5/8/2024,15:14:46,Editing BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/edit/main/README.md,32,0,link
325,3549,5/8/2024,15:14:46,Editing BeatrizVencio/README.md at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/edit/main/README.md,32,0,link
326,3548,5/8/2024,15:14:46,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
327,3548,5/8/2024,15:05:26,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
328,3548,5/8/2024,15:05:25,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
329,3548,5/8/2024,15:05:25,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
330,3548,5/8/2024,15:05:25,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
331,3538,5/8/2024,15:05:23,GitHub,https://github.com/,27,0,link
332,3611,5/8/2024,15:05:20,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2,32,0,link
333,3611,5/8/2024,15:05:20,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2,32,0,link
334,3611,5/8/2024,15:05:20,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2,32,0,link
335,3611,5/8/2024,15:05:20,"BeatrizVencio/Imersao-Alura-2: Imersão Alura IA Google Gemini, uma iniciativa da Alura em parceria com o Google para ensinar sobre Inteligência Artificial (IA) e a nova tecnologia do Google, o Gemini.",https://github.com/BeatrizVencio/Imersao-Alura-2,32,0,link
336,3538,5/8/2024,15:05:16,GitHub,https://github.com/,27,0,link
337,3538,5/8/2024,15:05:16,GitHub,https://github.com/,27,0,link
338,3538,5/8/2024,15:05:16,GitHub,https://github.com/,27,0,link
339,3538,5/8/2024,15:05:16,GitHub,https://github.com/,27,0,link
340,3630,5/8/2024,15:05:14,github - Pesquisa Google,https://www.google.com/search?q=github&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMgkIBxBFGDsYwgPSAQ01ODIyOTY5NThqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8&safe=active&ssui=on,2,0,link
341,3630,5/8/2024,15:05:14,github - Pesquisa Google,https://www.google.com/search?q=github&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMgkIBxBFGDsYwgPSAQ01ODIyOTY5NThqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8&safe=active&ssui=on,2,0,generated
342,1953,5/8/2024,15:05:08,CEUB,https://www.uniceub.br/,26,0,auto_toplevel
343,3543,5/7/2024,21:06:04,BeatrizVencio,https://github.com/BeatrizVencio,75,0,link
344,3602,5/7/2024,21:05:49,BeatrizVencio/ at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main,33,0,link
345,3623,5/7/2024,21:05:40,Deleting BeatrizVencio/BeatrizVencio at main,https://github.com/BeatrizVencio/BeatrizVencio/tree/delete/main/.github/workflows,7,0,link
346,3596,5/7/2024,21:05:33,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/tree/main/.github/workflows,28,0,link
347,3548,5/7/2024,21:04:15,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
348,3628,5/7/2024,21:04:13,Issues - Created,https://github.com/issues,1,0,link
349,3548,5/7/2024,21:02:49,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
350,3604,5/7/2024,21:02:45,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions,46,0,link
351,3604,5/7/2024,21:02:45,BeatrizVencio/.github/workflows at main · BeatrizVencio/BeatrizVencio,https://github.com/BeatrizVencio/BeatrizVencio/actions,46,0,link
352,3548,5/7/2024,21:02:45,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
353,3548,5/7/2024,21:02:39,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
354,3548,5/7/2024,21:02:39,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
355,3548,5/7/2024,21:02:39,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
356,3548,5/7/2024,21:02:39,BeatrizVencio/BeatrizVencio: My readme ✨,https://github.com/BeatrizVencio/BeatrizVencio,64,0,link
357,3546,5/7/2024,21:02:38,BeatrizVencio,https://github.com/BeatrizVencio?tab=repositories,12,0,link
